City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
416,Kavarna,BG,43.4333,28.3333,38.48,82,100,10.71,overcast clouds
417,Kurbnesh,AL,41.7797,20.0836,44.31,67,11,1.54,few clouds
418,Luganville,VU,-15.5333,167.1667,78.64,86,77,5.61,broken clouds
419,Araouane,ML,18.9048,-3.5265,80.76,8,64,9.46,broken clouds
420,Luwuk,ID,-0.9516,122.7875,78.87,82,94,2.53,overcast clouds
421,Hays,US,30.0502,-98.0336,42.35,67,8,4.0,clear sky
422,Buritis,BR,-15.6178,-46.4233,80.76,72,100,2.84,overcast clouds
423,Toledo,ES,39.8333,-4.0,48.31,69,25,2.66,scattered clouds
424,Krasnozerskoye,RU,53.9828,79.2374,7.65,95,100,10.74,overcast clouds
425,Anadyr,RU,64.75,177.4833,-21.32,98,38,4.21,scattered clouds
426,Challans,FR,46.8436,-1.8749,55.6,83,70,15.68,light rain
427,San Policarpo,PH,12.1791,125.5072,75.83,95,100,5.03,heavy intensity rain
428,Zhezkazgan,KZ,47.8043,67.7144,8.58,66,40,6.71,scattered clouds
429,Meulaboh,ID,4.1363,96.1285,77.65,86,96,2.86,overcast clouds
430,Awbari,LY,26.5921,12.7805,64.74,26,0,5.95,clear sky
431,Shache,CN,38.4167,77.2406,17.87,84,100,1.48,overcast clouds
432,Jiazi,CN,22.8779,116.067,70.81,94,51,4.27,broken clouds
433,Huilong,CN,31.8111,121.655,50.94,97,100,12.15,overcast clouds
434,Flinders,AU,-34.5833,150.8552,71.06,90,52,8.19,broken clouds
435,Tera,NE,14.0078,0.7531,84.9,11,37,11.97,scattered clouds
436,Londa,IN,15.4691,74.5191,74.53,58,6,3.24,clear sky
437,Fethiye,TR,36.6217,29.1164,55.27,73,98,3.11,overcast clouds
438,Lincoln,US,40.8,-96.667,19.17,92,100,4.61,mist
439,Mount Gambier,AU,-37.8333,140.7667,61.86,69,0,5.37,clear sky
440,Xiamen,CN,24.4798,118.0819,65.25,95,99,1.54,overcast clouds
441,Nkayi,CG,-4.1841,13.2884,85.19,64,100,1.88,overcast clouds
442,Mitsamiouli,KM,-11.3847,43.2844,83.01,71,18,5.64,few clouds
443,Dryden,CA,49.7833,-92.7503,-10.03,100,100,3.89,overcast clouds
444,Senador Pompeu,BR,-5.5881,-39.3717,91.71,39,53,7.56,broken clouds
445,Panguna,PG,-6.3164,155.4848,67.71,95,93,0.45,overcast clouds
446,Aklavik,CA,68.2191,-135.0107,-16.96,97,77,9.95,broken clouds
447,Berlevag,NO,70.8578,29.0864,33.8,74,0,9.22,clear sky
448,Springdale,US,36.1867,-94.1288,27.68,88,100,9.22,overcast clouds
449,Hovd,MN,48.0056,91.6419,-5.08,69,6,1.7,clear sky
450,Pokhara,NP,28.2333,83.9833,54.25,41,19,6.17,few clouds
451,Linjiang,CN,41.8069,126.9078,22.46,95,100,4.14,light snow
452,Taltal,CL,-25.4,-70.4833,69.06,73,1,4.14,clear sky
453,Salo,IT,45.6086,10.531,52.5,69,96,3.29,overcast clouds
454,Evensk,RU,61.95,159.2333,2.41,75,100,8.61,overcast clouds
455,Baghmara,IN,23.795,86.2085,70.03,33,0,4.27,clear sky
456,Garissa,KE,-0.4536,39.6401,94.12,24,1,12.84,clear sky
457,Yandyki,RU,45.7691,47.1258,30.94,67,7,26.93,clear sky
458,Asfi,MA,32.2994,-9.2372,67.48,58,0,13.51,clear sky
459,Miri,MY,4.4148,114.0089,77.43,83,100,3.94,overcast clouds
460,Ust-Kuyga,RU,70.0167,135.6,-30.46,99,100,2.1,overcast clouds
461,Poya,NC,-21.35,165.15,75.24,84,76,3.2,broken clouds
462,Hanmer Springs,NZ,-42.5167,172.8167,50.86,91,3,2.1,clear sky
463,Sorland,NO,67.667,12.6934,37.26,87,75,4.61,broken clouds
464,Ellisras,ZA,-23.6649,27.7443,92.89,19,0,6.26,clear sky
465,Ostersund,SE,63.1792,14.6357,16.25,100,40,2.3,scattered clouds
466,Nuevo Progreso,MX,23.1667,-97.95,57.47,40,0,11.5,clear sky
467,Portland,US,45.5234,-122.6762,52.52,90,100,4.61,light rain
468,Vanavara,RU,60.34,102.2797,-15.75,99,100,1.63,light snow
469,Ziarat,PK,30.3823,67.7282,17.6,35,0,8.55,clear sky
470,Carnarvon,AU,-24.8667,113.6333,74.61,72,0,26.51,clear sky
471,Jasper,US,37.2001,-94.3502,27.88,79,100,9.22,overcast clouds
472,Norman Wells,CA,65.282,-126.8329,-4.61,90,100,9.4,overcast clouds
473,Monforte De Lemos,ES,42.5216,-7.5142,59.58,73,28,1.63,scattered clouds
474,Ausa,ES,41.9271,2.2497,61.84,54,60,5.97,broken clouds
475,Iwanai,JP,42.9744,140.5089,42.31,96,97,7.0,overcast clouds
476,Kendari,ID,-3.945,122.4989,77.27,84,18,3.85,few clouds
477,Mackay,AU,-21.15,149.2,73.69,92,100,22.32,light rain
478,High Level,CA,58.5169,-117.136,17.71,100,100,3.44,mist
479,Lake City,US,30.1897,-82.6393,53.8,82,0,9.22,clear sky
480,Maningrida,AU,-12.0667,134.2667,81.72,79,100,7.94,overcast clouds
481,Payo,ID,-3.7508,103.6372,73.63,98,29,2.06,scattered clouds
482,Basqal,AZ,40.7552,48.391,23.27,97,98,0.94,overcast clouds
483,Springfield,US,37.2153,-93.2982,27.16,88,100,11.5,overcast clouds
484,Dzaoudzi,YT,-12.7887,45.2699,76.89,94,75,5.75,light rain
485,Nyurba,RU,63.2842,118.3319,-52.49,100,100,1.34,overcast clouds
486,Gilbues,BR,-9.8317,-45.3439,88.84,43,78,8.34,broken clouds
487,Doha,QA,25.2867,51.5333,67.98,68,75,8.05,broken clouds
488,Kloulklubed,PW,7.0419,134.2556,72.1,76,100,5.73,overcast clouds
489,Lingen,DE,52.5167,7.3167,48.45,47,100,23.87,overcast clouds
490,Palmer,US,42.1584,-72.3287,54.01,84,100,7.0,light rain
491,Katrineholm,SE,58.9959,16.2072,42.24,79,66,9.17,light rain
492,Constitucion,CL,-35.3333,-72.4167,67.95,50,5,8.1,clear sky
493,Kutum,SD,14.2,24.6667,75.87,14,9,6.67,clear sky
494,Huai Yot,TH,7.7893,99.6348,74.68,95,99,1.14,overcast clouds
495,Bayan,CN,46.0833,127.4,1.58,81,100,13.89,overcast clouds
496,Salym,RU,60.0625,71.4789,7.07,94,100,8.75,overcast clouds
497,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,70,40,12.66,scattered clouds
498,Agadir,MA,30.4202,-9.5982,79.25,37,0,5.21,clear sky
499,Harlingen,US,26.1906,-97.6961,48.94,57,0,9.22,clear sky
500,Brazzaville,CG,-4.2658,15.2832,87.51,50,97,2.84,overcast clouds
501,Bhatgaon,IN,21.15,81.7,73.58,56,0,3.44,haze
502,Birnin Kebbi,NG,12.4539,4.1975,87.66,10,100,10.65,overcast clouds
503,Chizhou,CN,30.6578,117.4831,58.03,85,100,6.93,overcast clouds
504,Hirara,JP,24.8,125.2833,73.27,82,96,20.94,overcast clouds
505,Unai,BR,-16.3575,-46.9061,80.69,69,93,3.13,overcast clouds
506,Xuddur,SO,4.1213,43.8894,88.2,15,19,17.05,few clouds
507,Binzhou,CN,37.3667,118.0167,32.77,51,100,19.04,overcast clouds
508,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,88,100,15.32,overcast clouds
509,Manta,EC,-0.95,-80.7333,80.38,69,75,4.61,broken clouds
510,Hun,LY,29.1268,15.9477,63.82,41,3,13.02,clear sky
511,Ossora,RU,59.2353,163.0719,4.51,80,100,6.73,overcast clouds
512,Nova Olimpia,BR,-14.7972,-57.2881,81.34,77,94,4.21,overcast clouds
513,Havoysund,NO,70.9963,24.6622,35.83,77,94,21.47,overcast clouds
514,Shasta Lake,US,40.6804,-122.3708,50.72,93,100,0.43,overcast clouds
515,Paamiut,GL,61.994,-49.6678,6.08,69,9,12.28,clear sky
516,Kamaishi,JP,39.2667,141.8833,48.78,70,100,6.04,light rain
517,Sechelt,CA,49.4664,-123.7694,50.34,94,100,9.13,light rain
518,Mecca,SA,21.4267,39.8261,73.53,56,100,6.53,overcast clouds
519,Tual,ID,-5.6667,132.75,82.99,74,78,8.21,broken clouds
520,Durham,US,36.0335,-78.8664,51.42,82,40,6.91,scattered clouds
521,Port Macquarie,AU,-31.4333,152.9167,67.89,84,100,7.11,overcast clouds
522,Novobureyskiy,RU,49.798,129.8774,-13.68,79,6,12.06,clear sky
523,Atbasar,KZ,51.8,68.3333,3.15,91,98,9.51,overcast clouds
524,Katobu,ID,-4.9408,122.5276,76.59,86,52,3.74,broken clouds
525,Dunedin,NZ,-45.8742,170.5036,57.79,79,100,3.67,overcast clouds
526,Barguzin,RU,53.6167,109.6167,-16.2,91,73,2.1,broken clouds
527,Komsomolskiy,UZ,40.4272,71.7189,12.92,73,75,2.3,mist
528,Inirida,CO,3.8653,-67.9239,77.31,87,92,1.45,light rain
529,Ugrinovci,RS,44.8783,20.1869,50.29,74,0,8.05,clear sky
530,Qasigiannguit,GL,68.8193,-51.1922,-7.17,71,98,6.11,overcast clouds
531,Mezen,RU,65.8522,44.24,23.04,93,100,10.83,overcast clouds
532,Contai,IN,21.7786,87.7536,69.75,83,0,7.02,clear sky
533,Gopalpur,IN,19.2667,84.9167,72.9,81,0,9.48,clear sky
534,Santiago,CL,-33.4569,-70.6483,80.29,25,0,3.44,clear sky
535,Barinas,VE,8.6226,-70.2075,81.45,54,98,6.2,overcast clouds
536,Cabras,IT,39.93,8.5314,59.41,74,100,11.14,overcast clouds
537,Skibotn,NO,69.3913,20.2679,29.21,94,71,6.24,light snow
538,Udachnyy,RU,66.4167,112.4,-48.98,100,100,1.79,overcast clouds
539,Uray,RU,60.1247,64.7758,17.89,86,97,12.01,overcast clouds
540,Sinjar,IQ,36.3209,41.8754,47.55,55,0,6.71,clear sky
541,Kribi,CM,2.95,9.9167,84.7,66,91,12.44,overcast clouds
542,Kysyl-Syr,RU,63.8986,122.7617,-67.09,100,74,1.77,broken clouds
543,Srednekolymsk,RU,67.45,153.6833,-29.11,95,100,6.64,overcast clouds
544,Naryan-Mar,RU,67.6713,53.087,17.29,92,100,14.41,overcast clouds
545,Bajina Basta,RS,43.9708,19.5675,49.12,65,43,2.53,scattered clouds
546,Chardara,KZ,41.2547,67.9692,5.99,87,11,4.38,few clouds
547,Sulya,IN,12.5667,75.3833,71.02,82,100,0.67,overcast clouds
548,Zalantun,CN,48.0,122.7167,-5.75,56,11,11.34,few clouds
549,Nizhniy Kuranakh,RU,58.8353,125.4869,-21.86,94,100,7.99,overcast clouds
550,Ketchikan,US,55.3422,-131.6461,41.47,93,100,3.44,overcast clouds
551,Taoudenni,ML,22.6783,-3.9836,81.09,13,0,11.54,clear sky
552,Lasa,IT,46.6166,10.7002,41.02,80,66,2.66,broken clouds
553,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,80,24,10.22,few clouds
554,Yeppoon,AU,-23.1333,150.7333,69.58,66,100,13.15,light rain
555,Syasstroy,RU,60.1367,32.5691,34.21,97,100,12.41,overcast clouds
556,Sisimiut,GL,66.9395,-53.6735,7.81,84,99,14.09,overcast clouds
557,Kiruna,SE,67.8557,20.2251,13.12,92,0,10.36,clear sky
558,Redlands,US,34.0556,-117.1825,60.15,47,0,0.0,clear sky
559,Sorkjosen,NO,69.8,20.9333,28.4,80,75,0.0,light snow
560,Khaga,IN,25.7833,81.1167,65.77,60,0,6.78,clear sky
561,Sadao,TH,6.6388,100.4234,78.62,95,89,0.54,heavy intensity rain
562,Mpongwe,ZM,-13.5091,28.155,67.42,86,100,4.83,light rain
563,Maceio,BR,-9.6658,-35.7353,87.24,62,75,12.66,broken clouds
564,Primorsko,BG,42.2667,27.7667,43.27,89,100,7.99,overcast clouds
565,Flin Flon,CA,54.7682,-101.865,8.62,98,100,3.65,overcast clouds
566,Port Moresby,PG,-9.4431,147.1797,76.51,87,100,3.65,overcast clouds
567,Krasnogorsk,RU,55.8225,37.3181,23.45,93,100,8.95,mist
568,Borovoy,RU,55.4333,86.0833,6.08,78,40,17.9,light shower snow
569,Ankang,CN,32.68,109.0172,42.31,71,100,4.61,overcast clouds
570,Cabra,ES,37.4725,-4.4421,58.77,46,24,6.06,few clouds
571,Krasnorechenskiy,RU,44.6265,135.3532,13.06,79,62,9.26,broken clouds
572,Paredon,MX,16.0333,-93.8667,79.29,61,11,21.83,few clouds
573,Anda,CN,46.4,125.3167,0.28,76,96,14.45,overcast clouds
574,Abbeville,FR,50.1,1.8333,52.25,79,20,23.0,few clouds
575,Bantry,IE,51.6833,-9.45,50.79,77,100,18.21,overcast clouds
576,Ndele,CF,8.4109,20.6473,94.15,11,68,5.61,broken clouds
577,Puerto Leguizamo,CO,-0.1934,-74.7819,78.64,75,56,3.76,broken clouds
578,Ovsyanka,RU,55.9575,92.5519,7.77,86,100,14.83,overcast clouds
579,Bundaberg,AU,-24.85,152.35,70.21,99,100,1.01,light rain
580,Altamont,US,42.2068,-121.7372,44.76,73,40,12.66,scattered clouds
581,Sinnamary,GF,5.3833,-52.95,79.21,83,87,12.12,overcast clouds
582,Mosquera,CO,4.7059,-74.2302,59.09,77,20,3.44,few clouds
583,La Asuncion,VE,11.0333,-63.8628,78.71,76,0,13.27,clear sky
584,Alekseyevsk,RU,57.8406,108.3492,-4.77,94,100,11.99,overcast clouds
585,Boddam,GB,57.4667,-1.7833,43.18,78,100,18.59,overcast clouds
586,Coihueco,CL,-36.6167,-71.8333,74.48,22,8,5.86,clear sky
587,Ziro,IN,27.6333,93.8333,37.71,92,76,1.68,broken clouds
588,Rabo De Peixe,PT,37.8,-25.5833,63.91,88,40,13.8,scattered clouds
589,Bulgan,MN,48.8125,103.5347,-19.12,83,2,4.63,clear sky
590,Niamey,NE,13.5137,2.1098,85.03,11,100,12.15,overcast clouds
591,Arthur,US,39.7148,-88.4723,32.29,94,92,11.01,overcast clouds
592,Itarema,BR,-2.9248,-39.9167,87.8,52,95,14.94,overcast clouds
593,Padang,ID,-0.9492,100.3543,77.05,86,100,2.37,moderate rain
594,Fairhope,US,30.523,-87.9033,48.87,71,100,16.11,overcast clouds
595,Dingle,PH,10.9995,122.6711,74.44,93,100,9.66,heavy intensity rain
596,Kirakira,SB,-10.4544,161.9205,79.0,85,100,6.78,overcast clouds
597,Lloydminster,CA,53.2835,-110.0016,3.0,98,99,1.81,overcast clouds
598,Bangkalan,ID,-7.0455,112.7351,76.95,75,57,1.61,broken clouds
599,Qaqortoq,GL,60.7167,-46.0333,1.89,88,22,5.53,few clouds
600,Praya,CV,14.9215,-23.5087,77.54,57,20,17.27,few clouds
601,Hay River,CA,60.8156,-115.7999,-11.51,100,98,4.34,overcast clouds
602,Dalbandin,PK,28.8947,64.4101,32.58,26,0,15.08,clear sky
603,Wasilla,US,61.5814,-149.4394,26.29,76,0,4.61,clear sky
604,Tigil,RU,57.8,158.6667,10.92,97,100,1.59,overcast clouds
605,Muros,ES,42.7762,-9.0603,60.67,88,100,12.59,overcast clouds
606,San Ramon,US,37.7799,-121.978,59.83,69,100,8.05,overcast clouds
607,Husavik,IS,66.0449,-17.3389,12.79,92,64,10.33,broken clouds
608,Puerto Ayacucho,VE,5.6639,-67.6236,81.64,69,73,6.29,broken clouds
609,Birin,NP,26.8865,88.0718,44.6,65,0,4.74,clear sky
610,Seidu,SL,9.0167,-10.6,93.65,11,85,3.91,overcast clouds
611,Yinchuan,CN,38.4681,106.2731,19.71,43,99,6.46,overcast clouds
612,Moussoro,TD,13.6408,16.4901,84.43,11,30,12.21,scattered clouds
613,Celina,US,40.5489,-84.5702,33.26,87,100,12.91,overcast clouds
614,Little Chute,US,44.28,-88.3184,26.8,79,100,13.8,overcast clouds
615,Yamada,JP,39.4667,141.95,47.95,66,100,4.65,overcast clouds
616,Ugoofaaru,MV,5.6667,73.0,79.59,64,11,8.88,few clouds
617,Druzhba,UA,52.0428,33.9453,23.14,94,100,7.72,overcast clouds
618,Lompoc,US,34.6391,-120.4579,60.94,71,100,1.99,overcast clouds
619,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.86,84,100,3.71,overcast clouds
620,Gorgan,IR,36.8387,54.4348,39.16,45,0,0.0,clear sky
621,Malakal,SS,9.5334,31.6605,88.7,17,82,5.17,broken clouds
622,Kitaibaraki,JP,36.7833,140.75,48.15,55,100,4.97,light rain
623,Sambava,MG,-14.2667,50.1667,80.08,82,100,6.24,light rain
624,Darhan,MN,49.4867,105.9228,-20.2,89,5,6.29,clear sky
625,Morristown,US,36.214,-83.2949,38.1,82,100,12.66,overcast clouds
626,Miraflores,MX,19.2167,-98.8083,49.96,79,17,3.51,few clouds
627,Scalea,IT,39.813,15.7956,54.9,65,81,2.77,broken clouds
628,Moranbah,AU,-22.0016,148.0466,66.58,96,100,17.72,light rain
629,Oistins,BB,13.0667,-59.5333,82.49,69,40,14.97,scattered clouds
630,Agadez,NE,19.75,10.25,70.38,18,42,7.63,scattered clouds
631,Okhotsk,RU,59.3833,143.3,-25.53,78,35,16.2,scattered clouds
632,Lazaro Cardenas,MX,17.9583,-102.2,71.42,79,9,5.79,clear sky
633,Carutapera,BR,-1.195,-46.02,81.0,83,76,8.93,broken clouds
634,Kushima,JP,31.4583,131.2333,65.37,95,100,13.15,light rain
635,Cozumel,MX,20.5083,-86.9458,76.06,87,0,8.05,clear sky
636,Bluefield,US,37.2698,-81.2223,35.35,93,100,6.91,mist
637,Miyako,JP,39.6367,141.9525,48.22,63,100,3.69,overcast clouds
638,Seryshevo,RU,51.0933,128.3786,-15.83,72,2,13.24,clear sky
639,Tagusao,PH,9.1924,117.8141,78.76,81,100,3.18,overcast clouds
640,Ocos,GT,14.5094,-92.1933,76.24,78,7,4.54,clear sky
641,Nacogdoches,US,31.6002,-94.6335,37.04,86,0,5.75,clear sky
642,Kundiawa,PG,-6.0167,144.9667,62.85,96,100,2.26,overcast clouds
643,Majene,ID,-3.5403,118.9707,77.95,85,69,3.38,broken clouds
644,Yulara,AU,-25.2406,130.9889,86.16,31,2,5.75,clear sky
645,Keti Bandar,PK,24.1447,67.4497,68.22,26,4,12.15,clear sky
646,Maua,BR,-23.6678,-46.4614,80.89,71,100,11.77,overcast clouds
647,Hudiksvall,SE,61.729,17.1036,33.64,99,100,5.75,snow
648,Yarada,IN,17.65,83.2667,75.36,69,5,7.0,clear sky
649,Formosa,AR,-26.1775,-58.1781,71.58,88,100,10.36,light rain
650,Monroe,US,43.1501,-77.6831,31.86,95,100,14.97,mist
651,Godda,IN,24.8333,87.2167,63.81,46,0,3.04,clear sky
652,Nuevitas,CU,21.5453,-77.2644,74.34,83,6,4.36,clear sky
653,Vestmanna,FO,62.1564,-7.1664,32.92,69,100,9.22,overcast clouds
654,Deulgaon Raja,IN,20.0167,76.0333,71.67,37,0,5.21,clear sky
655,Aksu,CN,41.1231,80.2644,16.21,88,98,2.55,overcast clouds
656,Mount Pleasant,US,32.7941,-79.8626,57.2,86,75,13.8,broken clouds
657,Bafilo,TG,9.35,1.2667,90.41,12,80,4.34,broken clouds
658,Cururupu,BR,-1.8283,-44.8683,82.85,75,99,7.11,overcast clouds
659,Saint-Louis,SN,16.3333,-15.0,87.44,7,100,13.38,overcast clouds
660,Conway,US,35.0887,-92.4421,34.79,88,100,9.22,overcast clouds
661,Yumen,CN,40.2833,97.2,8.85,34,100,3.51,overcast clouds
662,Keelung,TW,25.1283,121.7419,75.06,78,100,3.87,overcast clouds
663,Omboue,GA,-1.5746,9.2618,82.49,70,57,10.42,light rain
664,Tura,IN,25.5198,90.2201,59.27,43,0,2.62,clear sky
665,Duvan,RU,55.695,57.9024,8.33,78,45,15.12,scattered clouds
666,Ochakiv,UA,46.6128,31.5498,36.12,68,100,7.78,overcast clouds
667,Desbiens,CA,48.4178,-71.9495,20.3,90,100,9.98,light snow
668,Martapura,ID,-3.4167,114.85,77.09,100,40,2.3,scattered clouds
669,Adrar,MR,20.5022,-10.0711,78.28,11,0,14.25,clear sky
670,Kazanlak,BG,42.6167,25.4,43.57,100,97,2.17,overcast clouds
671,Upata,VE,8.0086,-62.3989,74.98,76,100,5.66,overcast clouds
672,Villa Union,MX,23.2,-106.2333,62.91,100,0,0.0,clear sky
673,Thinadhoo,MV,0.5333,72.9333,80.31,73,55,12.15,broken clouds
674,Soltsy,RU,58.1239,30.3238,34.95,95,100,11.88,overcast clouds
675,Igarka,RU,67.4667,86.5833,-40.63,94,20,5.23,few clouds
676,Star,US,43.6921,-116.4935,40.51,75,0,11.5,clear sky
677,Umtata,ZA,-31.5889,28.7844,88.36,62,20,14.97,few clouds
678,Uvat,RU,59.1433,68.8953,10.94,94,100,9.53,overcast clouds
679,Kljajicevo,RS,45.7704,19.2777,46.33,71,100,6.96,overcast clouds
680,Kieta,PG,-6.2167,155.6333,78.85,82,100,4.5,overcast clouds
681,Namibe,AO,-15.1961,12.1522,78.15,69,100,11.45,overcast clouds
682,Kearney,US,40.6995,-99.0815,19.33,93,100,3.44,fog
683,Lere,NG,10.387,8.5726,86.65,13,63,7.09,broken clouds
684,Cairns,AU,-16.9167,145.7667,78.06,97,100,8.05,light rain
685,Namatanai,PG,-3.6667,152.4333,79.03,83,49,5.17,light rain
686,Luau,AO,-10.7073,22.2247,65.71,95,97,3.47,light rain
687,Marrakesh,MA,31.6315,-8.0083,68.07,42,0,3.44,clear sky
688,Kawalu,ID,-7.3817,108.2082,73.17,88,91,1.68,overcast clouds
689,Saint-Francois,FR,46.4154,3.9054,48.67,81,100,11.5,overcast clouds
690,Ankara,TR,39.9199,32.8543,47.21,58,100,4.65,overcast clouds
691,Chara,RU,56.9064,118.2631,-28.17,73,79,2.98,broken clouds
692,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.31,84,98,1.92,overcast clouds
693,Krasnomayskiy,RU,57.6194,34.4099,31.46,91,100,11.18,overcast clouds
694,Marsa Matruh,EG,31.3525,27.2453,63.07,56,8,17.38,clear sky
695,Tiarei,PF,-17.5333,-149.3333,82.42,81,99,21.77,light rain
696,Finschhafen,PG,-6.6024,147.8681,80.37,83,100,11.03,overcast clouds
697,Nanton,CA,50.3501,-113.7687,41.81,75,100,12.5,overcast clouds
698,Bloomington,US,44.8408,-93.2983,-7.47,100,62,2.86,broken clouds
699,Ardmore,US,34.1743,-97.1436,31.24,85,0,0.0,clear sky
700,Yuli,NG,9.6989,10.2744,91.2,11,4,6.98,clear sky
701,Mildura,AU,-34.2,142.15,81.64,20,4,11.16,clear sky
702,Trincomalee,LK,8.5711,81.2335,76.59,71,89,8.95,overcast clouds
703,Caucaia,BR,-3.7361,-38.6531,92.3,64,40,19.57,scattered clouds
704,Norden,DE,53.6,7.2,46.99,91,100,4.0,moderate rain
